,h3_hex_id,date,dd,ff,precip,hu,td,t,psl
0,831840fffffffff,2016-09-26 17:00:00,190.0,7.2,0.0,67.0,285.25,291.45,102180.0
1,831844fffffffff,2016-01-04 08:00:00,180.0,3.3,0.0,88.0,277.85,279.65,
2,831844fffffffff,2016-01-25 13:00:00,,,0.0,,,285.65,
3,831844fffffffff,2016-01-27 03:00:00,200.0,6.3,0.0,87.0,283.15,285.25,
4,831844fffffffff,2016-02-24 18:00:00,50.0,4.7,0.2,,,279.95,
5,831844fffffffff,2016-02-25 12:00:00,20.0,1.6,0.0,58.0,273.05,280.75,
6,831844fffffffff,2016-03-09 09:00:00,310.0,7.5,0.0,,,281.35,
7,831844fffffffff,2016-04-22 08:00:00,270.0,2.3,0.0,81.0,282.65,285.85,
8,831844fffffffff,2016-06-25 14:00:00,,,0.0,,,292.05,
9,831844fffffffff,2016-07-02 07:00:00,270.0,3.0,0.0,74.0,283.65,288.25,
10,831844fffffffff,2016-07-13 12:00:00,280.0,4.5,0.0,,,288.85,
11,831844fffffffff,2016-07-15 20:00:00,40.0,2.0,0.0,57.0,283.35,292.05,
12,831844fffffffff,2016-09-17 08:00:00,330.0,6.2,0.0,84.0,285.35,288.05,
13,831844fffffffff,2016-10-24 16:00:00,,,0.0,,,289.15,
14,831844fffffffff,2016-11-08 15:00:00,230.0,1.9,0.0,73.0,277.95,282.55,
15,831844fffffffff,2016-11-11 17:00:00,200.0,1.1,0.0,81.0,277.85,280.95,
16,831844fffffffff,2016-11-19 16:00:00,,,0.0,,,284.25,
17,831844fffffffff,2016-11-27 19:00:00,60.0,5.7,0.0,91.0,277.75,279.15,
18,831844fffffffff,2016-12-17 21:00:00,50.0,1.6,0.0,100.0,278.25,278.25,
19,831844fffffffff,2016-12-21 11:00:00,,,0.0,,,284.55,
20,831844fffffffff,2017-05-24 12:00:00,,,0.0,,,296.15,
21,831844fffffffff,2017-08-05 03:00:00,300.0,1.7,0.0,96.0,286.75,287.35,
22,831844fffffffff,2017-08-21 21:00:00,,,0.0,,,294.55,
23,831844fffffffff,2017-10-22 16:00:00,,,0.0,,,286.55,
24,831844fffffffff,2017-11-01 02:00:00,130.0,6.2,0.0,79.0,275.75,279.15,
25,831844fffffffff,2017-11-13 09:00:00,30.0,1.0,0.0,77.0,275.55,279.25,
26,831844fffffffff,2017-11-29 20:00:00,300.0,2.0,0.0,90.0,275.85,277.35,
27,831844fffffffff,2018-03-11 21:00:00,200.0,7.1,0.0,92.0,281.95,283.15,
28,831844fffffffff,2018-04-03 04:00:00,200.0,4.5,0.0,91.0,283.45,284.85,
29,831844fffffffff,2018-05-20 21:00:00,40.0,3.0,0.0,74.0,283.15,287.75,
30,831844fffffffff,2018-06-23 02:00:00,70.0,6.5,0.0,71.0,282.85,288.05,
31,831844fffffffff,2018-07-05 08:00:00,150.0,0.7,0.0,96.0,288.65,289.25,
32,831844fffffffff,2018-11-21 09:00:00,140.0,4.7,0.0,83.0,274.45,277.05,100930.0
33,831845fffffffff,2016-01-01 08:00:00,140.0,4.4,0.0,93.0,279.35,280.45,101980.0
34,831845fffffffff,2016-05-30 22:00:00,,,0.0,,,286.95,
35,831845fffffffff,2016-06-21 04:00:00,250.0,3.2,0.0,100.0,289.95,289.95,
36,831845fffffffff,2016-06-26 05:00:00,340.0,2.6,0.0,84.0,284.55,287.25,
37,831845fffffffff,2016-09-30 02:00:00,30.0,1.5,0.0,93.0,287.95,289.05,
38,831845fffffffff,2016-10-04 05:00:00,90.0,2.6,0.0,,,284.85,
39,831845fffffffff,2016-11-12 22:00:00,300.0,2.7,,,,,
40,831845fffffffff,2016-11-27 12:00:00,60.0,4.4,0.0,82.0,280.95,283.95,
41,831845fffffffff,2017-03-01 06:00:00,220.0,3.6,0.0,90.0,279.65,281.15,
42,831845fffffffff,2017-03-27 16:00:00,,,0.0,,,289.95,
43,831845fffffffff,2017-03-29 15:00:00,,,0.0,,,292.65,
44,831845fffffffff,2017-05-18 07:00:00,330.0,1.9,,,,,
45,831845fffffffff,2017-06-01 17:00:00,290.0,4.6,,,,,
46,831845fffffffff,2018-02-05 22:00:00,20.0,4.2,0.0,66.0,268.95,274.65,
47,831845fffffffff,2018-05-27 06:00:00,170.0,4.9,0.0,93.0,288.65,289.75,101340.0
48,831845fffffffff,2018-06-15 19:00:00,330.0,5.1,0.0,73.0,285.15,290.05,101850.0
49,831845fffffffff,2018-06-25 09:00:00,60.0,5.9,0.0,58.0,286.25,294.85,
50,831845fffffffff,2018-07-05 10:00:00,200.0,2.9,0.0,84.0,290.85,293.65,101740.0
51,831845fffffffff,2018-11-04 03:00:00,140.0,2.1,0.0,,,277.25,
52,831846fffffffff,2016-03-02 16:00:00,290.0,9.3,0.4,76.0,278.65,282.65,
53,831846fffffffff,2016-08-09 06:00:00,360.0,2.2,,,,,
54,831846fffffffff,2016-10-11 18:00:00,100.0,2.8,0.0,65.0,278.15,284.45,101680.0
55,831846fffffffff,2017-02-08 03:00:00,320.0,3.2,0.0,83.0,275.35,277.95,102570.0
56,831846fffffffff,2017-05-22 11:00:00,200.0,2.7,,,,,
57,831846fffffffff,2017-08-31 08:00:00,250.0,8.7,,,,,
58,831846fffffffff,2017-09-13 15:00:00,260.0,6.1,0.0,90.0,284.75,286.35,100980.0
59,831846fffffffff,2017-11-19 18:00:00,260.0,2.1,0.0,86.0,281.95,284.25,102580.0
60,831846fffffffff,2018-09-10 14:00:00,220.0,4.1,0.0,75.0,289.35,293.95,
61,831846fffffffff,2018-12-07 18:00:00,270.0,17.7,,,,,
62,831860fffffffff,2016-04-16 10:00:00,260.0,5.0,0.0,74.0,278.85,283.25,
63,831860fffffffff,2016-05-12 22:00:00,,,0.0,97.0,285.55,286.05,
64,831860fffffffff,2016-08-12 20:00:00,,,0.0,,,289.35,
65,831860fffffffff,2016-11-04 16:00:00,180.0,5.2,0.0,92.0,280.75,281.95,
66,831860fffffffff,2017-05-07 02:00:00,320.0,1.8,0.0,96.0,282.05,282.65,
67,831860fffffffff,2018-02-27 23:00:00,70.0,2.6,0.0,49.0,259.95,269.15,101780.0
68,831860fffffffff,2018-03-18 09:00:00,,,0.0,,,,
69,831860fffffffff,2018-04-10 06:00:00,140.0,2.2,0.0,95.0,281.15,281.95,
70,831860fffffffff,2018-04-17 08:00:00,,,0.0,,,285.05,
71,831860fffffffff,2018-07-01 08:00:00,,,0.0,,,298.65,
72,831860fffffffff,2018-08-02 16:00:00,,,0.0,,,299.65,
73,831860fffffffff,2018-10-07 00:00:00,,,0.8,,,283.15,
74,831860fffffffff,2018-10-25 13:00:00,330.0,2.0,0.0,74.0,282.75,287.35,102280.0
75,831860fffffffff,2018-11-14 07:00:00,160.0,2.8,0.0,94.0,279.95,280.85,
76,831860fffffffff,2018-11-30 05:00:00,,,0.0,,,281.55,
77,831861fffffffff,2016-02-01 22:00:00,250.0,6.4,0.0,98.0,282.45,282.75,
78,831861fffffffff,2016-02-06 09:00:00,190.0,7.1,0.0,91.0,281.35,282.75,
79,831861fffffffff,2016-03-03 11:00:00,,,0.0,,,280.65,
80,831861fffffffff,2016-06-02 03:00:00,,,0.0,,,285.55,
81,831861fffffffff,2016-07-08 02:00:00,,,0.0,,,289.05,
82,831861fffffffff,2016-10-16 08:00:00,,,0.2,,,285.45,
83,831861fffffffff,2017-01-16 18:00:00,40.0,1.9,0.0,84.0,273.25,275.65,102800.0
84,831861fffffffff,2017-03-10 05:00:00,,,0.0,,,283.25,
85,831861fffffffff,2017-03-26 04:00:00,70.0,0.6,0.0,74.0,275.15,279.45,
86,831861fffffffff,2017-04-17 17:00:00,360.0,5.0,0.0,49.0,276.75,287.35,102240.0
87,831861fffffffff,2017-09-17 02:00:00,150.0,0.7,0.0,98.0,282.45,282.75,101170.0
88,831861fffffffff,2017-10-15 12:00:00,,,0.0,,,294.65,
89,831861fffffffff,2017-11-15 15:00:00,90.0,2.2,0.0,70.0,279.05,284.35,102540.0
90,831861fffffffff,2017-12-25 17:00:00,,,0.0,,,278.95,
91,831861fffffffff,2018-02-17 03:00:00,90.0,1.4,0.2,94.0,275.45,276.35,
92,831861fffffffff,2018-03-13 21:00:00,,,0.0,,,279.85,
93,831861fffffffff,2018-06-19 15:00:00,60.0,0.9,0.0,61.0,288.95,296.95,102510.0
94,831861fffffffff,2018-06-28 02:00:00,40.0,3.2,0.0,70.0,286.85,292.45,101890.0
95,831861fffffffff,2018-09-20 03:00:00,,,0.0,94.0,288.55,289.75,
96,831861fffffffff,2018-10-03 18:00:00,340.0,2.0,0.0,71.0,283.95,289.25,
97,831861fffffffff,2018-11-14 11:00:00,,,0.0,,,285.55,
98,831862fffffffff,2016-07-22 09:00:00,360.0,0.5,0.0,,,294.55,
99,831862fffffffff,2017-02-04 04:00:00,20.0,7.5,0.4,94.0,278.95,279.85,
100,831862fffffffff,2017-03-12 14:00:00,340.0,6.0,0.0,96.0,281.95,282.55,101730.0
101,831862fffffffff,2017-06-26 14:00:00,330.0,4.0,0.0,67.0,287.95,294.35,101230.0
102,831862fffffffff,2018-01-28 19:00:00,220.0,1.5,0.0,90.0,282.55,284.15,
103,831863fffffffff,2016-05-05 11:00:00,100.0,6.1,0.0,39.0,277.85,292.15,101630.0
104,831863fffffffff,2016-07-09 00:00:00,,,0.0,,,,
105,831863fffffffff,2017-02-14 01:00:00,,,0.0,,,,
106,831863fffffffff,2017-09-27 08:00:00,,,0.0,,,284.65,
107,831863fffffffff,2017-10-12 10:00:00,,,0.0,,,290.85,
108,831863fffffffff,2018-05-13 19:00:00,330.0,3.5,0.0,78.0,280.45,284.15,
109,831863fffffffff,2018-11-01 18:00:00,0.0,0.0,0.0,82.0,279.55,282.45,
110,831865fffffffff,2016-02-01 10:00:00,260.0,6.8,0.0,82.0,281.35,284.35,102430.0
111,831865fffffffff,2016-02-04 05:00:00,220.0,5.0,0.0,90.0,276.25,277.75,
112,831865fffffffff,2016-04-12 03:00:00,140.0,2.4,0.0,85.0,278.75,281.15,100760.0
113,831865fffffffff,2016-04-15 11:00:00,200.0,8.0,0.0,62.0,280.15,287.35,
114,831865fffffffff,2016-04-19 08:00:00,,,0.0,,,280.25,
115,831865fffffffff,2016-05-02 09:00:00,200.0,3.2,0.0,72.0,281.55,286.45,
116,831865fffffffff,2016-05-08 10:00:00,130.0,5.4,0.0,44.0,280.85,293.55,100570.0
117,831865fffffffff,2016-06-26 07:00:00,280.0,2.6,0.0,83.0,285.15,288.05,
118,831865fffffffff,2016-07-14 06:00:00,,,0.0,,,285.15,
119,831865fffffffff,2016-09-13 02:00:00,100.0,4.5,0.0,58.0,286.95,295.65,100990.0
120,831865fffffffff,2016-11-04 03:00:00,200.0,1.8,0.0,85.0,275.55,277.85,
121,831865fffffffff,2016-11-06 16:00:00,270.0,2.8,0.0,73.0,275.15,279.65,
122,831865fffffffff,2016-11-20 21:00:00,,,0.0,,,284.65,
123,831865fffffffff,2016-12-03 05:00:00,50.0,4.4,0.0,96.0,278.05,278.65,102220.0
124,831865fffffffff,2016-12-29 09:00:00,110.0,2.3,0.0,98.0,270.45,270.75,103910.0
125,831865fffffffff,2017-01-26 19:00:00,100.0,6.7,0.0,69.0,269.55,274.65,101550.0
126,831865fffffffff,2017-02-04 23:00:00,,,0.0,,,278.45,
127,831865fffffffff,2017-02-27 09:00:00,160.0,6.2,0.2,90.0,280.25,281.85,99620.0
128,831865fffffffff,2017-04-16 18:00:00,280.0,3.7,0.0,70.0,278.75,284.05,
129,831865fffffffff,2017-04-28 13:00:00,,,0.0,,,285.85,
130,831865fffffffff,2017-06-23 14:00:00,270.0,2.6,0.0,72.0,285.75,290.85,
131,831865fffffffff,2017-07-02 14:00:00,,,0.0,,,294.45,
132,831865fffffffff,2017-07-20 02:00:00,200.0,3.5,0.0,82.0,288.15,291.25,100880.0
133,831865fffffffff,2017-10-13 14:00:00,260.0,2.6,0.0,63.0,287.15,294.45,
134,831865fffffffff,2017-11-03 15:00:00,140.0,3.2,0.0,80.0,284.75,288.15,
135,831865fffffffff,2017-11-04 06:00:00,,,0.0,,,284.95,
136,831865fffffffff,2017-11-21 21:00:00,210.0,3.8,0.0,85.0,281.35,283.75,
137,831865fffffffff,2018-08-10 08:00:00,230.0,4.4,0.0,70.0,283.35,288.85,
138,831865fffffffff,2018-08-18 10:00:00,240.0,3.7,0.0,76.0,286.35,290.65,102440.0
139,831865fffffffff,2018-09-06 02:00:00,300.0,1.6,0.0,96.0,289.15,289.75,
140,831865fffffffff,2018-09-22 13:00:00,140.0,2.3,0.0,80.0,283.65,287.05,
141,831866fffffffff,2016-01-18 06:00:00,130.0,7.8,0.0,97.0,273.85,274.25,101160.0
142,831866fffffffff,2016-04-08 17:00:00,290.0,3.6,,,,,
143,831866fffffffff,2016-07-02 21:00:00,250.0,7.0,,,,,
144,831866fffffffff,2016-08-12 01:00:00,,,0.0,,,286.95,
145,831866fffffffff,2016-09-04 05:00:00,260.0,7.2,,,,,
146,831866fffffffff,2017-06-17 03:00:00,270.0,2.2,0.0,93.0,284.95,286.05,102840.0
147,831866fffffffff,2017-08-22 13:00:00,90.0,8.4,0.0,86.0,291.15,293.55,101640.0
148,831866fffffffff,2017-10-09 21:00:00,,,0.0,,,286.75,
149,831866fffffffff,2018-04-08 05:00:00,320.0,0.7,0.0,95.0,280.25,281.05,100740.0
150,831866fffffffff,2018-10-12 04:00:00,200.0,8.7,,,,,
151,831868fffffffff,2016-01-10 08:00:00,220.0,5.7,0.0,86.0,278.75,280.95,
152,831868fffffffff,2016-03-04 08:00:00,,,0.0,,,280.35,
153,831868fffffffff,2016-04-20 23:00:00,,,0.0,,,,
154,831868fffffffff,2016-05-02 21:00:00,,,0.0,,,285.15,
155,831868fffffffff,2016-06-18 02:00:00,,,0.0,,,283.35,
156,831868fffffffff,2016-06-22 15:00:00,,,0.0,,,305.75,
157,831868fffffffff,2017-05-28 11:00:00,,,0.0,,,300.25,
158,831868fffffffff,2017-06-19 02:00:00,50.0,2.2,0.0,76.0,288.25,292.55,
159,831868fffffffff,2017-06-21 03:00:00,,,0.0,,,289.95,
160,831868fffffffff,2018-02-03 04:00:00,,,0.0,,,273.95,
161,831868fffffffff,2018-03-02 10:00:00,,,0.0,,,280.85,
162,831868fffffffff,2018-04-29 02:00:00,50.0,1.9,0.0,95.0,281.45,282.25,
163,831868fffffffff,2018-10-21 18:00:00,,,0.0,,,288.15,
164,831868fffffffff,2018-12-31 19:00:00,40.0,2.9,0.0,93.0,278.55,279.65,
165,83186afffffffff,2016-05-27 22:00:00,,,0.0,,,288.85,
166,83186afffffffff,2016-06-22 11:00:00,90.0,4.4,0.0,81.0,295.25,298.75,
167,83186afffffffff,2017-08-18 15:00:00,280.0,7.1,0.0,,,294.45,
168,83186afffffffff,2018-02-23 05:00:00,,,0.0,,,272.15,
169,83186afffffffff,2018-03-10 20:00:00,140.0,2.1,0.0,88.0,284.95,286.95,99720.0
170,83186afffffffff,2018-07-24 05:00:00,30.0,2.5,0.0,74.0,287.55,292.25,101320.0
171,83186afffffffff,2018-08-10 11:00:00,220.0,4.1,0.0,,,295.45,
172,83186cfffffffff,2016-01-29 13:00:00,,,0.0,,,,
173,83186cfffffffff,2016-02-16 22:00:00,20.0,1.2,0.0,71.0,269.05,273.75,103160.0
174,83186cfffffffff,2016-03-24 14:00:00,260.0,3.4,0.0,56.0,276.05,284.55,
175,83186cfffffffff,2016-05-05 12:00:00,,,0.0,35.0,278.05,294.05,
176,83186cfffffffff,2016-06-27 23:00:00,260.0,1.9,0.0,95.0,288.95,289.75,102180.0
177,83186cfffffffff,2016-06-30 15:00:00,,,0.0,,,,
178,83186cfffffffff,2016-07-14 06:00:00,280.0,3.1,0.0,88.0,282.25,284.15,102430.0
179,83186cfffffffff,2016-09-09 21:00:00,,,0.0,,,,
180,83186cfffffffff,2016-09-18 20:00:00,,,0.0,79.0,286.75,290.45,
181,83186cfffffffff,2016-09-30 00:00:00,,,0.0,,,,
182,83186cfffffffff,2016-10-04 08:00:00,,,0.0,77.0,281.75,285.65,
183,83186cfffffffff,2016-12-02 23:00:00,,,0.0,,,,
184,83186cfffffffff,2017-01-19 04:00:00,60.0,4.2,0.0,75.0,265.15,268.95,
185,83186cfffffffff,2017-04-18 16:00:00,,,0.0,,,,
186,83186cfffffffff,2017-05-05 21:00:00,,,0.0,,,,
187,83186cfffffffff,2017-09-04 21:00:00,,,0.0,,,,
188,83186cfffffffff,2017-10-29 05:00:00,,,0.0,97.0,282.75,283.25,
189,83186cfffffffff,2018-05-07 12:00:00,,,0.0,,,,
190,83186cfffffffff,2018-05-16 13:00:00,,,0.0,,,,
191,83186cfffffffff,2018-07-03 03:00:00,,,0.0,,,,
192,83186cfffffffff,2018-07-29 02:00:00,,,0.0,,,,
193,83186cfffffffff,2018-08-28 16:00:00,150.0,1.5,0.0,41.0,288.65,303.35,
194,83186cfffffffff,2018-09-08 07:00:00,,,0.0,79.0,283.35,286.95,
195,83186cfffffffff,2018-10-15 06:00:00,,,0.0,93.0,285.35,286.45,
196,83186cfffffffff,2018-10-30 05:00:00,,,0.0,,,,
197,83186cfffffffff,2018-11-25 21:00:00,,,0.0,,,280.55,
198,83186cfffffffff,2018-12-03 08:00:00,,,0.0,,,286.95,
199,83186dfffffffff,2016-03-29 17:00:00,,,0.0,,,285.05,
200,83186dfffffffff,2016-05-14 00:00:00,,,0.0,,,284.45,
201,83186dfffffffff,2016-06-17 18:00:00,,,0.0,,,,
202,83186dfffffffff,2016-06-26 01:00:00,,,0.0,87.0,281.25,283.35,
203,83186dfffffffff,2016-06-26 12:00:00,,,0.0,,,291.55,
204,83186dfffffffff,2016-08-12 11:00:00,,,0.0,,,,
205,83186dfffffffff,2016-10-29 23:00:00,90.0,3.3,0.0,96.0,280.95,281.55,
206,83186dfffffffff,2016-11-01 07:00:00,,,0.0,,,,
207,83186dfffffffff,2016-11-23 09:00:00,,,0.0,,,284.75,
208,83186dfffffffff,2016-11-30 04:00:00,,,0.0,,,,
209,83186dfffffffff,2017-02-23 20:00:00,,,0.0,,,280.45,
210,83186dfffffffff,2017-04-03 04:00:00,,,0.0,,,,
211,83186dfffffffff,2017-04-22 17:00:00,,,0.0,,,291.65,
212,83186dfffffffff,2017-04-25 06:00:00,,,0.0,,,,
213,83186dfffffffff,2017-06-07 19:00:00,,,0.0,64.0,284.05,290.95,
214,83186dfffffffff,2017-08-07 14:00:00,130.0,2.8,0.0,27.0,280.55,301.35,101310.0
215,83186dfffffffff,2017-09-01 23:00:00,,,0.0,,,283.25,
216,83186dfffffffff,2017-09-16 16:00:00,,,0.0,,,,
217,83186dfffffffff,2017-10-25 23:00:00,,,0.0,,,,
218,83186dfffffffff,2017-10-30 08:00:00,50.0,4.0,,92.0,276.95,278.15,102650.0
219,83186dfffffffff,2017-11-09 06:00:00,,,0.0,,,279.25,
220,83186dfffffffff,2018-02-01 11:00:00,,,0.0,,,,
221,83186dfffffffff,2018-06-03 00:00:00,,,0.0,86.0,287.55,289.95,
222,83186dfffffffff,2018-06-03 16:00:00,,,0.0,74.0,287.85,292.65,
223,83186dfffffffff,2018-07-06 08:00:00,270.0,1.8,0.0,82.0,288.85,291.95,
224,83186dfffffffff,2018-08-22 23:00:00,330.0,3.5,0.0,67.0,288.95,295.35,101550.0
225,83186dfffffffff,2018-11-29 21:00:00,,,0.0,,,,
226,83186efffffffff,2016-01-16 16:00:00,,,0.0,,,279.65,
227,83186efffffffff,2016-03-31 07:00:00,20.0,4.1,0.0,99.0,277.85,277.95,
228,83186efffffffff,2016-05-26 03:00:00,20.0,1.0,,90.0,281.55,283.15,101310.0
229,83186efffffffff,2016-06-25 06:00:00,,,0.0,94.0,285.65,286.55,
230,83186efffffffff,2016-07-04 21:00:00,190.0,1.2,0.0,88.0,287.15,289.15,102070.0
231,83186efffffffff,2016-07-20 11:00:00,220.0,3.0,0.0,94.0,291.65,292.65,
232,83186efffffffff,2016-07-30 20:00:00,,,0.0,,,,
233,83186efffffffff,2016-08-12 07:00:00,0.0,0.0,0.0,88.0,284.75,286.75,
234,83186efffffffff,2016-08-31 17:00:00,,,0.0,,,301.05,
235,83186efffffffff,2016-10-18 09:00:00,220.0,0.9,0.0,98.0,282.75,283.05,
236,83186efffffffff,2017-03-04 17:00:00,280.0,7.8,0.0,76.0,277.95,281.95,
237,83186efffffffff,2017-03-18 21:00:00,,,0.0,93.0,282.65,283.75,
238,83186efffffffff,2017-05-16 12:00:00,120.0,1.4,0.0,39.0,285.05,300.25,102520.0
239,83186efffffffff,2017-08-30 12:00:00,,,0.0,,,290.75,
240,83186efffffffff,2017-10-15 09:00:00,160.0,1.6,0.0,89.0,287.15,288.95,
241,83186efffffffff,2017-12-12 03:00:00,,,0.0,,,273.45,
242,83186efffffffff,2017-12-12 22:00:00,180.0,3.2,0.0,98.0,276.05,276.35,
243,83186efffffffff,2018-01-10 06:00:00,200.0,1.5,0.0,99.0,279.75,279.85,
244,83186efffffffff,2018-04-18 08:00:00,,,0.0,,,289.45,
245,83186efffffffff,2018-05-16 13:00:00,,,0.0,,,295.65,
246,83186efffffffff,2018-07-06 06:00:00,,,0.0,,,290.85,
247,83186efffffffff,2018-08-11 17:00:00,350.0,1.4,0.0,42.0,285.15,299.05,
248,83186efffffffff,2018-09-23 09:00:00,,,0.0,,,293.35,
249,83186efffffffff,2018-11-02 18:00:00,,,0.0,,,279.95,
250,83186efffffffff,2018-12-06 06:00:00,250.0,5.6,0.0,93.0,283.75,284.85,
251,83186efffffffff,2018-12-18 18:00:00,,,0.0,,,281.35,
252,83186efffffffff,2018-12-29 10:00:00,160.0,1.2,0.0,98.0,276.55,276.85,
253,831871fffffffff,2016-01-04 10:00:00,250.0,9.6,0.2,81.0,278.85,281.95,98790.0
254,831871fffffffff,2016-01-29 02:00:00,220.0,6.8,0.0,87.0,281.15,283.25,102990.0
255,831871fffffffff,2016-03-08 21:00:00,210.0,8.3,0.0,97.0,282.95,283.45,101060.0
256,831871fffffffff,2016-07-23 21:00:00,230.0,2.6,0.0,,,290.45,
257,831871fffffffff,2016-10-22 03:00:00,130.0,4.0,,,,,
258,831871fffffffff,2016-12-05 23:00:00,130.0,2.7,0.0,97.0,283.45,283.95,
259,831871fffffffff,2017-01-04 02:00:00,230.0,5.0,0.0,78.0,273.05,276.55,102950.0
260,831871fffffffff,2018-02-18 07:00:00,240.0,4.2,0.0,99.0,282.95,283.15,102030.0
261,831871fffffffff,2018-12-01 02:00:00,210.0,4.4,0.0,93.0,281.25,282.35,
262,831871fffffffff,2018-12-07 06:00:00,220.0,9.0,0.6,94.0,284.05,284.95,
263,831873fffffffff,2016-02-09 15:00:00,,,,71.0,275.25,280.15,99600.0
264,831873fffffffff,2017-02-08 11:00:00,340.0,3.1,0.0,74.0,278.15,282.55,102920.0
265,831873fffffffff,2018-10-12 09:00:00,170.0,15.5,0.0,84.0,286.75,289.45,100500.0
266,831948fffffffff,2016-01-06 21:00:00,,,0.0,,,279.25,
267,831948fffffffff,2016-10-16 01:00:00,170.0,6.0,,,,,
268,831948fffffffff,2016-12-27 14:00:00,360.0,0.9,0.0,79.0,276.95,280.35,104450.0
269,831948fffffffff,2017-02-22 06:00:00,,,0.0,,,282.45,
270,831948fffffffff,2017-06-14 03:00:00,130.0,1.6,0.0,84.0,282.65,285.25,101880.0
271,83194bfffffffff,2016-11-06 09:00:00,320.0,7.9,0.0,70.0,275.45,280.55,100580.0
272,83194bfffffffff,2016-12-10 10:00:00,160.0,2.6,0.0,98.0,277.65,277.95,
273,83194bfffffffff,2017-12-28 03:00:00,320.0,8.0,0.0,65.0,272.65,278.75,100120.0
274,83194bfffffffff,2018-06-02 22:00:00,0.0,0.0,0.0,80.0,284.85,288.25,102010.0
275,83194bfffffffff,2018-06-17 14:00:00,260.0,7.8,0.0,69.0,284.95,290.75,
276,831e94fffffffff,2016-05-03 06:00:00,280.0,4.4,0.0,82.0,284.45,287.45,101450.0
277,831e94fffffffff,2016-09-18 08:00:00,280.0,7.3,0.0,64.0,286.25,293.25,101110.0
278,831e94fffffffff,2017-11-26 02:00:00,280.0,22.9,0.0,54.0,276.35,285.45,101200.0
279,831eb0fffffffff,2016-02-03 05:00:00,240.0,2.1,0.0,91.0,281.55,282.95,102090.0
280,831eb0fffffffff,2016-02-19 11:00:00,,,,39.0,273.95,288.05,
281,831eb0fffffffff,2016-02-25 07:00:00,,,,87.0,279.85,281.95,
282,831eb0fffffffff,2016-03-11 17:00:00,30.0,4.7,0.0,62.0,278.35,285.45,101310.0
283,831eb0fffffffff,2016-03-15 06:00:00,340.0,5.6,0.0,73.0,276.65,281.25,101940.0
284,831eb0fffffffff,2016-05-30 00:00:00,0.0,0.0,0.0,86.0,282.95,285.25,
285,831eb0fffffffff,2016-06-08 11:00:00,280.0,4.3,0.0,73.0,290.55,295.65,101720.0
286,831eb0fffffffff,2016-07-19 06:00:00,,,0.0,,,289.95,
287,831eb0fffffffff,2016-09-02 04:00:00,240.0,3.4,0.0,67.0,288.15,294.55,101910.0
288,831eb0fffffffff,2016-11-12 02:00:00,,,0.0,87.0,276.95,279.15,
289,831eb0fffffffff,2016-11-14 00:00:00,,,0.0,,,279.85,
290,831eb0fffffffff,2016-12-01 10:00:00,190.0,1.7,0.0,54.0,273.15,281.95,
291,831eb0fffffffff,2016-12-30 00:00:00,90.0,11.6,0.0,54.0,272.55,281.35,103490.0
292,831eb0fffffffff,2017-04-11 20:00:00,150.0,0.6,0.0,91.0,283.15,284.55,
293,831eb0fffffffff,2017-04-28 13:00:00,,,,,,287.15,
294,831eb0fffffffff,2017-05-15 19:00:00,280.0,2.0,0.0,49.0,281.75,292.75,
295,831eb0fffffffff,2017-05-28 22:00:00,90.0,1.5,0.0,52.0,283.05,293.25,101950.0
296,831eb0fffffffff,2017-05-31 19:00:00,20.0,1.4,0.0,78.0,291.25,295.25,101980.0
297,831eb0fffffffff,2017-06-30 00:00:00,,,0.0,,,291.15,
298,831eb0fffffffff,2017-08-19 12:00:00,330.0,3.3,0.0,41.0,287.25,301.75,
299,831eb0fffffffff,2017-10-02 03:00:00,250.0,1.8,0.0,89.0,287.15,288.95,102070.0
300,831eb0fffffffff,2017-12-24 11:00:00,,,0.0,,,286.05,
301,831eb0fffffffff,2018-01-11 18:00:00,,,0.0,,,279.75,
302,831eb0fffffffff,2018-02-11 22:00:00,230.0,13.2,0.0,64.0,277.55,284.15,100840.0
303,831eb0fffffffff,2018-05-18 17:00:00,,,0.0,,,293.15,
304,831eb0fffffffff,2018-07-21 22:00:00,50.0,0.6,0.0,58.0,283.25,291.65,
305,831eb0fffffffff,2018-07-27 16:00:00,320.0,4.6,0.0,68.0,293.45,299.85,
306,831eb0fffffffff,2018-10-27 22:00:00,160.0,4.6,0.0,85.0,286.55,289.05,
307,831eb0fffffffff,2018-11-14 04:00:00,,,0.0,,,277.75,
308,831eb0fffffffff,2018-11-28 00:00:00,250.0,2.7,0.0,76.0,273.95,277.85,
309,831eb0fffffffff,2018-12-15 05:00:00,,,0.0,,,266.85,
310,831eb0fffffffff,2018-12-29 12:00:00,,,0.0,,,287.95,
311,831eb2fffffffff,2016-04-11 18:00:00,,,0.0,,,287.85,
312,831eb2fffffffff,2016-06-12 15:00:00,270.0,5.9,0.0,54.0,281.75,291.25,
313,831eb2fffffffff,2016-07-06 14:00:00,210.0,2.7,0.0,50.0,289.05,300.35,
314,831eb2fffffffff,2016-07-30 12:00:00,240.0,8.3,0.0,39.0,290.15,305.95,101520.0
315,831eb2fffffffff,2016-09-08 00:00:00,60.0,1.1,0.0,78.0,287.05,291.05,
316,831eb2fffffffff,2017-02-18 00:00:00,190.0,2.1,,,,,
317,831eb2fffffffff,2017-02-21 00:00:00,360.0,0.6,0.0,83.0,277.65,280.45,
